iter	Logloss
593	0.1125962186
594	0.1125158226
595	0.1124369596
596	0.1123571112
597	0.1122775681
598	0.1117107026
599	0.1116243758
600	0.1115425072
601	0.1114639154
602	0.1113846661
603	0.1113073379
604	0.1112299376
605	0.1111532477
606	0.1110774496
607	0.1110088908
608	0.1109278413
609	0.1108513391
610	0.110776524
611	0.1107019718
612	0.1106206305
613	0.1105465502
614	0.1104148513
615	0.110341331
616	0.1102667526
617	0.1101932578
618	0.1101095596
619	0.1100344408
620	0.1099620614
621	0.1098888381
622	0.10981678
623	0.1097437706
624	0.1096712363
625	0.10960033
626	0.1095296689
627	0.1094595302
628	0.1093896553
629	0.1092774772
630	0.1087288069
631	0.107887781
632	0.107813369
633	0.107735606
634	0.1076648789
635	0.1075953668
636	0.1075264305
637	0.1074578895
638	0.1073900059
639	0.1073228619
640	0.1071950466
641	0.1071278948
642	0.107060765
643	0.1066832275
644	0.1066133292
645	0.1065419066
646	0.1064749653
647	0.1064081267
648	0.1055707947
649	0.1054977866
650	0.1054283005
651	0.1053341428
652	0.1052678861
653	0.1052022505
654	0.1051371129
655	0.1050668449
656	0.1050089747
657	0.1049430695
658	0.1048781752
659	0.1044347278
660	0.1042908603
661	0.1041924264
662	0.1041265829
663	0.1040590054
664	0.103991041
665	0.1039251127
666	0.103860483
667	0.1037971869
668	0.1037331101
669	0.1036691879
670	0.1036055397
671	0.1035418812
672	0.1033452933
673	0.1032825099
674	0.1032192928
675	0.1031575432
676	0.1030962631
677	0.1030353988
678	0.1029727254
679	0.1029115014
680	0.1028493655
681	0.1027875477
682	0.1027270908
683	0.1026673606
684	0.1026072666
685	0.1025472699
686	0.1024875467
687	0.102306451
688	0.1022510908
689	0.102190155
690	0.1021308712
691	0.1020717374
692	0.1019817545
693	0.1019234691
694	0.1018654057
695	0.1018059449
696	0.1017476511
697	0.1016897856
698	0.1016385545
699	0.1015811031
700	0.1015242534
701	0.1014630155
702	0.1011273357
703	0.1009484591
704	0.1008900738
705	0.1008320476
706	0.1007378759
707	0.1006433348
708	0.1005865274
709	0.1005305968
710	0.1004752395
711	0.10041993
712	0.1003597412
713	0.1003048618
714	0.09965569944
715	0.09959799331
716	0.09954031967
717	0.09948046777
718	0.09942332427
719	0.09936957609
720	0.09931341538
721	0.09825236249
722	0.09819825343
723	0.0976052448
724	0.09755038617
725	0.09749163094
726	0.0967537426
727	0.09669162793
728	0.09663174847
729	0.09657326597
730	0.0965160385
731	0.09645903072
732	0.0964005334
733	0.09634411426
734	0.09628809057
735	0.09623153363
736	0.09617685362
737	0.09612247338
738	0.09606837654
739	0.09558646292
740	0.09549475158
741	0.09544041919
742	0.09538621705
743	0.09533287421
744	0.09527927189
745	0.09514598862
746	0.09509943928
747	0.09504622981
748	0.09499334197
749	0.09494149984
750	0.09489015379
751	0.09483908593
752	0.09478724822
753	0.09473588058
754	0.09468530881
755	0.09463471753
756	0.09401013313
757	0.09299368739
758	0.09279912197
759	0.09241744736
760	0.09236066058
761	0.09230748492
762	0.09225494937
763	0.09219946258
764	0.09214822287
765	0.09209651619
766	0.09204546342
767	0.09199501644
768	0.09189671934
769	0.09185507253
770	0.09180558417
771	0.09175590808
772	0.09157432699
773	0.09152156706
774	0.09147300715
775	0.09142383728
776	0.09137609169
777	0.09132878705
778	0.09128177361
779	0.09119195663
780	0.09113774565
781	0.09109025537
782	0.09104368757
783	0.09099661225
784	0.09090191873
785	0.09020637998
786	0.09015812011
787	0.09011077075
788	0.09006793834
789	0.09002009785
790	0.08997232365
791	0.08992473354
792	0.08987757372
793	0.0892191357
794	0.08916703591
795	0.08911791285
796	0.08907032689
797	0.08902891642
798	0.08898214711
799	0.08893593525
