iter	Logloss
178	0.426431418
179	0.4262818296
180	0.4261823752
181	0.426080479
182	0.4259883251
183	0.4257572656
184	0.425679113
185	0.4255400519
186	0.4254052276
187	0.4251386751
188	0.4250388535
189	0.4249119892
190	0.4247435916
191	0.4246339824
192	0.4245871802
193	0.4244514689
194	0.4243587143
195	0.4241650807
196	0.4241243703
197	0.4239569374
198	0.4238144592
199	0.4236508066
200	0.4234633539
201	0.4233595204
202	0.4232230063
203	0.4231225332
204	0.4229542816
205	0.422863426
206	0.4227046952
207	0.4225334207
208	0.4224052806
209	0.4222254233
210	0.4220995597
211	0.421842432
212	0.4217285406
213	0.4215929241
214	0.4214165464
215	0.4212078724
216	0.4210815319
217	0.4209876409
218	0.4209438793
219	0.420822449
220	0.4207337452
221	0.4206125969
222	0.4204860576
223	0.4204169372
224	0.4202972637
225	0.4201827172
226	0.4200662236
227	0.4200093295
228	0.419905929
229	0.4198040113
230	0.4196636661
231	0.4195835749
232	0.419410227
233	0.4192676968
234	0.419150507
235	0.4190426369
236	0.4189309007
237	0.4188444661
238	0.418743606
239	0.4185702523
240	0.4185169137
241	0.4183448499
242	0.4182235237
243	0.4179217871
244	0.4178329748
245	0.4176928271
246	0.4176551345
247	0.4174476944
248	0.4173327737
249	0.4172208899
250	0.4171865949
251	0.4170645955
252	0.4169619375
253	0.4168107859
254	0.416704167
255	0.4166504631
256	0.416545767
257	0.4163411671
258	0.416125576
259	0.4159947701
260	0.4158705462
261	0.4158192291
262	0.4157252903
263	0.4155713024
264	0.4154597197
265	0.4153452038
266	0.4151935912
267	0.415081153
268	0.415049769
269	0.4149273853
270	0.4148056119
271	0.4147001168
272	0.4146049076
273	0.4145167713
274	0.4143718718
275	0.4142281499
276	0.4140729078
277	0.4140193969
278	0.4139232906
279	0.4138459445
280	0.4137980715
281	0.4137271792
282	0.413598131
283	0.4134634649
284	0.413361329
285	0.4133224343
286	0.4131864793
287	0.4130542105
288	0.4129589305
289	0.412830022
290	0.4127445906
291	0.4126291993
292	0.412601872
293	0.4125198286
294	0.412423582
295	0.4122722867
296	0.4121258455
297	0.4120612217
298	0.4120314305
299	0.4119263283
300	0.4117102162
301	0.4115683356
302	0.4114966503
303	0.4114194443
304	0.4113180797
305	0.4111884391
306	0.4111653399
307	0.4110648362
308	0.4109847323
309	0.4108957961
310	0.4108146623
311	0.410786496
312	0.4106929404
313	0.4106279036
314	0.4105678051
315	0.4105217792
316	0.4104512198
317	0.4103668844
318	0.4102429668
319	0.4101359364
320	0.4100412475
321	0.4099318207
322	0.4098700225
323	0.4097903978
324	0.4097685532
325	0.4096990326
326	0.4095642876
327	0.4094822818
328	0.4094149715
329	0.4093045492
330	0.4092103063
331	0.4091353056
332	0.4090301088
333	0.4089069655
334	0.40881495
335	0.4087201663
336	0.4086150778
337	0.4085590894
338	0.4085223089
339	0.4084559265
340	0.4083623132
341	0.4082976957
342	0.4082688388
343	0.4082463488
344	0.4082272795
345	0.4081818756
346	0.4081006167
347	0.4080188567
348	0.4079613314
349	0.4078530793
350	0.4077382575
351	0.4077089263
352	0.4076890535
353	0.4076686574
354	0.4075593534
355	0.4075013512
356	0.4074797413
357	0.4073772883
358	0.4073592793
359	0.4072659289
360	0.4072470176
361	0.4071890775
362	0.4071064748
363	0.4070249669
364	0.4069578389
365	0.4068703474
366	0.4067896732
367	0.406727922
368	0.4064935819
369	0.4063978102
370	0.406342987
371	0.4063280554
372	0.4062670216
373	0.4062500413
374	0.4062350013
375	0.4062184002
376	0.4062038881
377	0.4061410918
378	0.4060718164
379	0.4059789052
380	0.4058918287
381	0.4058620647
382	0.4057539308
383	0.4056648467
384	0.4055956706
385	0.4054819843
386	0.4054600452
387	0.405361724
388	0.4052761817
389	0.4052237052
390	0.4051556888
391	0.4050864791
392	0.4050017193
393	0.4049147808
394	0.4048548452
395	0.4048109993
396	0.4047187809
397	0.404703439
398	0.4046651926
399	0.4045757044
400	0.4045584176
401	0.4045032526
402	0.4043576366
403	0.4042971526
404	0.4042200091
405	0.4041213783
406	0.4041065236
407	0.4040236658
408	0.403887932
409	0.4038281901
410	0.4038056374
411	0.4037258194
412	0.4036230079
413	0.403575352
414	0.4035596534
415	0.4034622538
416	0.4033869447
417	0.403373877
418	0.4032986819
419	0.403201832
420	0.4031696453
421	0.4030982334
422	0.4030241595
423	0.402968264
424	0.4029418529
425	0.4028973698
426	0.4028815854
427	0.4027807367
428	0.4027513642
429	0.4027087937
430	0.4026191528
431	0.4025317067
432	0.4024399734
433	0.4023387396
434	0.4022326678
435	0.4022177405
436	0.4022039145
437	0.4021292154
438	0.4020887429
439	0.4019954223
440	0.4019812442
441	0.4019265321
442	0.4018449435
443	0.4017370354
444	0.4017164271
445	0.4017030838
446	0.4016507043
447	0.4015730988
448	0.4015597378
449	0.4014685482
450	0.4014559224
451	0.4013548538
452	0.4012950817
453	0.4012176849
454	0.4011874079
455	0.4011082564
456	0.401026741
457	0.4010068143
458	0.4009291557
459	0.4008049716
460	0.4007631257
461	0.4006692636
462	0.4006567959
463	0.4006423427
464	0.400578971
465	0.4005640349
466	0.4005019607
467	0.4004333534
468	0.4004154527
469	0.4003300951
470	0.4002413293
471	0.4001743109
472	0.4001595373
473	0.400081792
474	0.399955486
475	0.3999059977
476	0.3998362417
477	0.3997793261
478	0.3996934084
479	0.3996786666
480	0.399665919
481	0.3995124995
482	0.3995010788
483	0.3994423111
484	0.3994289048
485	0.3993357392
486	0.3992959683
487	0.3992317921
488	0.3991754724
489	0.3990889693
490	0.3990648149
491	0.3989790526
492	0.3989296866
493	0.3988346914
494	0.3987657409
495	0.3986601768
496	0.3986481242
497	0.3986126852
498	0.3985500506
499	0.3984453833
